Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Variant SKU,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Inventory Qty,Variant Inventory Policy,Image Src,Image Alt Text,SEO Title,SEO Description,Cost per item
medicube-zero-pore-blackhead-mud-mask-100g,Medicube Zero Pore Blackhead Mud Mask (100g),"<p><strong>The Skin Boutique Curates: Medicube Zero Pore Blackhead Mud Mask (100g)</strong></p>
<p>Discover the dual benefits of cooling and tightening encapsulated in a single product!</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Medicube,Wash-off Face Mask,"kbeauty, Medicube, Wash-off Face Mask",TRUE,KY-10632,909.25,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Medicube_Zero_Pore_Blackhead_Mud_Mask_100g.png?v=1766405394,Medicube - Medicube Zero Pore Blackhead Mud Mask (100g),Medicube Zero Pore Blackhead Mud Mask (100g) | The Skin Boutique,The Skin Boutique Curates: Medicube Zero Pore Blackhead Mud Mask (100g) Discover the dual benefits of cooling and tightening encapsulated in a single product! Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.,471.90
medicube-one-day-exosome-shot-pore-ampoule-7500-30ml,Medicube One Day Exosome Shot Pore Ampoule 7500 (30ml),"<p><strong>The Skin Boutique Curates: Medicube One Day Exosome Shot Pore Ampoule 7500 (30ml)</strong></p>
<p>Tingling ampoule that follows the principles of microneedling.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Medicube,Ampoule,"kbeauty, Medicube, Ampoule",TRUE,KY-10633,909.25,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Medicube_One_Day_Exosome_Shot_Pore_Ampoule_7500_30ml.png?v=1766405390,Medicube - Medicube One Day Exosome Shot Pore Ampoule 7500 (30ml),Medicube One Day Exosome Shot Pore Ampoule 7500 (30ml) | The Skin Boutique,The Skin Boutique Curates: Medicube One Day Exosome Shot Pore Ampoule 7500 (30ml) Tingling ampoule that follows the principles of microneedling. Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.,471.90
lululun-one-night-rescue-face-mask-5-pcs,LULULUN One Night Rescue Face Mask (5 PCs),"<p><strong>The Skin Boutique Curates: LULULUN One Night Rescue Face Mask (5 PCs)</strong></p>
<p>An overnight intensive care mask for dry and lackluster skin</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Lululun,Sheet Masks,"kbeauty, Lululun, Sheet Masks",TRUE,KY-10634-0,661.28,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/LULULUN_One_Night_Rescue_Face_Mask_5_PCs.png?v=1766256202,Lululun - LULULUN One Night Rescue Face Mask (5 PCs),LULULUN One Night Rescue Face Mask (5 PCs) | The Skin Boutique,The Skin Boutique Curates: LULULUN One Night Rescue Face Mask (5 PCs) An overnight intensive care mask for dry and lackluster skin Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.,343.20
lululun-one-night-rescue-face-mask-5-pcs,,,,,,,KY-10634-1,661.28,,TRUE,TRUE,100,deny,,,,,
honey-melty-moist-shine-hair-oil-3-0-100ml,&honey Melty Moist Shine Hair Oil 3.0 (100ml),"<p><strong>The Skin Boutique Curates: &honey Melty Moist Shine Hair Oil 3.0 (100ml)</strong></p>
<p>A deep hydrating, moisture-sustaining hair care with a luxurious blend of honey!</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",&honey,Hair Oil,"kbeauty, &honey, Hair Oil",TRUE,KY-10635,826.59,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Honey_Moist_Shine_Hair_Oil.png?v=1770233708,&honey - &honey Melty Moist Shine Hair Oil 3.0 (100ml),&honey Melty Moist Shine Hair Oil 3.0 (100ml) | The Skin Boutique,"The Skin Boutique Curates: &honey Melty Moist Shine Hair Oil 3.0 (100ml) A deep hydrating, moisture-sustaining hair care with a luxurious blend of honey! Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.",429.00
haruharu-wonder-black-rice-probiotics-barrier-essence-120ml,Haruharu Wonder Black Rice Probiotics Barrier Essence (120ml),"<p><strong>The Skin Boutique Curates: Haruharu Wonder Black Rice Probiotics Barrier Essence (120ml)</strong></p>
<p>Black Rice Probiotic Barrier Essence is a creamy, milky essence packed full of nutrient rich ferments and barrier boosting heroes.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Haruharu Wonder,Essence,"kbeauty, Haruharu Wonder, Essence",TRUE,KY-10636,1115.90,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Haruharu_Wonder_Black_Rice_Probiotics_Barrier_Essence_120ml.png?v=1772999168,Haruharu Wonder - Haruharu Wonder Black Rice Probiotics Barrier Essence (120ml),Haruharu Wonder Black Rice Probiotics Barrier Essence (120ml) | The Skin Boutique,"The Skin Boutique Curates: Haruharu Wonder Black Rice Probiotics Barrier Essence (120ml) Black Rice Probiotic Barrier Essence is a creamy, milky essence packed full of nutrient rich ferments and barrier boosting heroes. Authentically sourced and independently curated by The Skin Boutique — your trusted destination for ",579.15
eqqualberry-glow-filter-vitamin-illuminating-serum-30ml,Eqqualberry Glow Filter Vitamin Illuminating Serum (30ml),"<p><strong>The Skin Boutique Curates: Eqqualberry Glow Filter Vitamin Illuminating Serum (30ml)</strong></p>
<p>A serum that addresses visible dark spots and prevents pigmentation</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Eqqualberry,Serum,"kbeauty, Eqqualberry, Serum",TRUE,KY-10637,1074.57,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/EQQUALBERRY-Vitamin-Illuminating-Serum-1.png?v=1775747121,Eqqualberry - Eqqualberry Glow Filter Vitamin Illuminating Serum (30ml),Eqqualberry Glow Filter Vitamin Illuminating Serum (30ml) | The Skin Boutique,The Skin Boutique Curates: Eqqualberry Glow Filter Vitamin Illuminating Serum (30ml) A serum that addresses visible dark spots and prevents pigmentation Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.,557.70
eqqualberry-bakuchiol-plumping-serum-30ml,Eqqualberry Bakuchiol Plumping Serum (30ml),"<p><strong>The Skin Boutique Curates: Eqqualberry Bakuchiol Plumping Serum (30ml)</strong></p>
<p>A Bakuchiol serum that's well-suited for hydration, anti-aging, and barrier repair, an alternative to retinol</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Eqqualberry,Serum,"kbeauty, Eqqualberry, Serum",TRUE,KY-10638,909.25,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Eqqualberry_Bakuchiol_Plumping_Serum__30ml_-removebg-preview.png?v=1766176540,Eqqualberry - Eqqualberry Bakuchiol Plumping Serum (30ml),Eqqualberry Bakuchiol Plumping Serum (30ml) | The Skin Boutique,"The Skin Boutique Curates: Eqqualberry Bakuchiol Plumping Serum (30ml) A Bakuchiol serum that's well-suited for hydration, anti-aging, and barrier repair, an alternative to retinol Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.",471.90
shiseido-tsubaki-premium-moist-repair-shampoo-conditioner-set-2x450ml,Shiseido Tsubaki Premium Moist & Repair Shampoo & Conditioner Set (2x450ml),"<p><strong>The Skin Boutique Curates: Shiseido Tsubaki Premium Moist & Repair Shampoo & Conditioner Set (2x450ml)</strong></p>
<p>A shampoo and conditioner that moisturizes dry, fly-away hair right down to the ends</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Shiseido Tsubaki,Hair Set,"kbeauty, Shiseido Tsubaki, Hair Set",TRUE,KY-10639,950.58,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Shiseido_Tsubaki_Premium_Moist_Repair_Shampoo_Conditioner_Set_2x450ml_1.png?v=1766307885,Shiseido Tsubaki - Shiseido Tsubaki Premium Moist & Repair Shampoo & Conditioner Set (2x450ml),Shiseido Tsubaki Premium Moist & Repair Shampoo & Conditioner Set (2x450ml) | The Skin Boutique,"The Skin Boutique Curates: Shiseido Tsubaki Premium Moist & Repair Shampoo & Conditioner Set (2x450ml) A shampoo and conditioner that moisturizes dry, fly-away hair right down to the ends Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa",493.35
shiseido-tsubaki-premium-volume-repair-shampoo-conditioner-set-2x450ml,Shiseido Tsubaki Premium Volume & Repair Shampoo & Conditioner Set (2x450ml),"<p><strong>The Skin Boutique Curates: Shiseido Tsubaki Premium Volume & Repair Shampoo & Conditioner Set (2x450ml)</strong></p>
<p>A repairing dual for damaged and frizzy hair</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Shiseido Tsubaki,Hair Set,"kbeauty, Shiseido Tsubaki, Hair Set",TRUE,KY-10640,991.91,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Shiseido_Tsubaki_Premium_Volume_Repair_Shampoo_Conditioner_Set_2x450ml.png?v=1766308553,Shiseido Tsubaki - Shiseido Tsubaki Premium Volume & Repair Shampoo & Conditioner Set (2x450ml),Shiseido Tsubaki Premium Volume & Repair Shampoo & Conditioner Set (2x450ml) | The Skin Boutique,The Skin Boutique Curates: Shiseido Tsubaki Premium Volume & Repair Shampoo & Conditioner Set (2x450ml) A repairing dual for damaged and frizzy hair Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.,514.80
anua-peach-niacin-serum-mask,ANUA Peach Niacin Serum Mask,"<p><strong>The Skin Boutique Curates: ANUA Peach Niacin Serum Mask</strong></p>
<p>A brightening sheet mask for instant and long-term glass skin appearance.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",ANUA,Sheet Masks,"kbeauty, ANUA, Sheet Masks",TRUE,KY-10641-0,165.32,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/ANUA_Peach_Niacin_Serum_Mask.png?v=1772984285,ANUA - ANUA Peach Niacin Serum Mask,ANUA Peach Niacin Serum Mask | The Skin Boutique,The Skin Boutique Curates: ANUA Peach Niacin Serum Mask A brightening sheet mask for instant and long-term glass skin appearance. Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.,85.80
anua-peach-niacin-serum-mask,,,,,,,KY-10641-1,1115.90,,TRUE,TRUE,100,deny,,,,,
anua-heartleaf-87-low-ph-deep-cleansing-water-500g,ANUA Heartleaf 87 Low pH Deep Cleansing Water (500g),"<p><strong>The Skin Boutique Curates: ANUA Heartleaf 87 Low pH Deep Cleansing Water (500g)</strong></p>
<p>The ultimate solution for gentle yet effective makeup removal.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",ANUA,Water Cleanser,"kbeauty, ANUA, Water Cleanser",TRUE,KY-10642,785.27,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Product_Images_90_a9406654-4d10-4d2f-b157-240a6edca7c9.png?v=1769082342,ANUA - ANUA Heartleaf 87 Low pH Deep Cleansing Water (500g),ANUA Heartleaf 87 Low pH Deep Cleansing Water (500g) | The Skin Boutique,The Skin Boutique Curates: ANUA Heartleaf 87 Low pH Deep Cleansing Water (500g) The ultimate solution for gentle yet effective makeup removal. Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.,407.55
ilso-natural-mild-cleansing-oil-200ml,ILSO Natural Mild Cleansing Oil (200ml),"<p><strong>The Skin Boutique Curates: ILSO Natural Mild Cleansing Oil (200ml)</strong></p>
<p>A gentle yet effective and moisturizing cleansing oil.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",ILSO,Oil Cleanser,"kbeauty, ILSO, Oil Cleanser",TRUE,KY-10643,1529.20,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Product_Images_-_2026-01-22T225247.663.png?v=1769093639,ILSO - ILSO Natural Mild Cleansing Oil (200ml),ILSO Natural Mild Cleansing Oil (200ml) | The Skin Boutique,The Skin Boutique Curates: ILSO Natural Mild Cleansing Oil (200ml) A gentle yet effective and moisturizing cleansing oil. Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.,793.65
ilso-clean-mud-cream-100g,ILSO Clean Mud Cream (100g),"<p><strong>The Skin Boutique Curates: ILSO Clean Mud Cream (100g)</strong></p>
<p>is a gentle yet powerful mud mask that thoroughly removes skin impurities and dead skin cells clogged inside pores while keeping skin clean and plump. Formulated with Amazon White Clay + 250,000ppm of Kaolin to gently remove excess sebum, dead skin cells and dirt from skin and clear clogged pores. Also packed with Hyaluronic Acid, Ceramide NP and Opuntia Ficus-Indica Stem Extract to replenish moisture to dry skin and prevent skin from dehydration after deep cleansing.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",ILSO,Wash-off Face Mask,"kbeauty, ILSO, Wash-off Face Mask",TRUE,KY-10644,702.61,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/file_2.png?v=1732478627,ILSO - ILSO Clean Mud Cream (100g),ILSO Clean Mud Cream (100g) | The Skin Boutique,"The Skin Boutique Curates: ILSO Clean Mud Cream (100g) is a gentle yet powerful mud mask that thoroughly removes skin impurities and dead skin cells clogged inside pores while keeping skin clean and plump. Formulated with Amazon White Clay + 250,000ppm of Kaolin to gently remove excess sebum, dead skin cells and dirt f",364.65
cow-brand-additive-free-foam-body-soap,COW BRAND Additive Free Foam Body Soap,"<p><strong>The Skin Boutique Curates: COW BRAND Additive Free Foam Body Soap</strong></p>
<p>A foaming body soap containing vegetable amino acid-based cleansing ingredients</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Cow Brand,Body Wash,"kbeauty, Cow Brand, Body Wash",TRUE,KY-10645-0,619.95,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/COW_BRAND_Additive_Free_Foam_Body_Soap.png?v=1772996334,Cow Brand - COW BRAND Additive Free Foam Body Soap,COW BRAND Additive Free Foam Body Soap | The Skin Boutique,The Skin Boutique Curates: COW BRAND Additive Free Foam Body Soap A foaming body soap containing vegetable amino acid-based cleansing ingredients Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.,321.75
cow-brand-additive-free-foam-body-soap,,,,,,,KY-10645-1,330.64,,TRUE,TRUE,100,deny,,,,,
ilso-super-melting-sebum-softener-special-set-150ml-40-pcs,ILSO Super Melting Sebum Softener Special Set (150ml + 40 pcs),"<p><strong>The Skin Boutique Curates: ILSO Super Melting Sebum Softener Special Set (150ml + 40 pcs)</strong></p>
<p>Experience the best of K-Beauty with ILSO Super Melting Sebum Softener Special Set (150ml + 40 pcs) by ILSO — a premium formula crafted to transform your skincare routine.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",ILSO,Exfoliator,"kbeauty, ILSO, Exfoliator",TRUE,KY-10646,1115.90,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/ilso_Super_Sebum_Softener_SEt.png?v=1771616614,ILSO - ILSO Super Melting Sebum Softener Special Set (150ml + 40 pcs),ILSO Super Melting Sebum Softener Special Set (150ml + 40 pcs) | The Skin Boutique,The Skin Boutique Curates: ILSO Super Melting Sebum Softener Special Set (150ml + 40 pcs) Experience the best of K-Beauty with ILSO Super Melting Sebum Softener Special Set (150ml + 40 pcs) by ILSO — a premium formula crafted to transform your skincare routine. Authentically sourced and independently curated by The Ski,579.15
ilso-1-3-saving-cotton-pad-40-sheets,ILSO 1/3 Saving Cotton Pad (40 Sheets),"<p><strong>The Skin Boutique Curates: ILSO 1/3 Saving Cotton Pad (40 Sheets)</strong></p>
<p>A soft cotton pad that reduces the amount of toner required.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",ILSO,Facial Cotton,"kbeauty, ILSO, Facial Cotton",TRUE,KY-10647,289.31,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/ILSO_13_Saving_Cotton_Pad_40_Sheets.png?v=1771864031,ILSO - ILSO 1/3 Saving Cotton Pad (40 Sheets),ILSO 1/3 Saving Cotton Pad (40 Sheets) | The Skin Boutique,The Skin Boutique Curates: ILSO 1/3 Saving Cotton Pad (40 Sheets) A soft cotton pad that reduces the amount of toner required. Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.,150.15
dr-althea-vitamin-c-boosting-serum-30ml,Dr.Althea Vitamin C Boosting Serum (30ml),"<p><strong>The Skin Boutique Curates: Dr.Althea Vitamin C Boosting Serum (30ml)</strong></p>
<p>Say goodbye to dull, uneven skin tone with this Vitamin C boosting complex!</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Dr. Althea,Serum,"kbeauty, Dr. Althea, Serum",TRUE,KY-10648,867.92,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Dr._Althea_Vitamin_C_Boosting_Serum__30ml_-removebg-preview.png?v=1766173825,Dr. Althea - Dr.Althea Vitamin C Boosting Serum (30ml),Dr.Althea Vitamin C Boosting Serum (30ml) | The Skin Boutique,"The Skin Boutique Curates: Dr.Althea Vitamin C Boosting Serum (30ml) Say goodbye to dull, uneven skin tone with this Vitamin C boosting complex! Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.",450.45
purito-from-green-cleansing-oil-200ml,PURITO From Green Cleansing Oil (200ml),"<p><strong>The Skin Boutique Curates: PURITO From Green Cleansing Oil (200ml)</strong></p>
<p>A minimal-ingredient, effective cleansing oil to remove dirt and makeup during the first cleansing step.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Purito,Oil Cleanser,"kbeauty, Purito, Oil Cleanser",TRUE,KY-10649,1033.24,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Product_Images_83_be6167dd-ae1e-4584-b330-d4ef60a620a4.png?v=1769056487,Purito - PURITO From Green Cleansing Oil (200ml),PURITO From Green Cleansing Oil (200ml) | The Skin Boutique,"The Skin Boutique Curates: PURITO From Green Cleansing Oil (200ml) A minimal-ingredient, effective cleansing oil to remove dirt and makeup during the first cleansing step. Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.",536.25
banila-co-clean-it-zero-original-cleansing-balm-100ml,Banila Co Clean It Zero Original Cleansing Balm (100ml),"<p><strong>The Skin Boutique Curates: Banila Co Clean It Zero Original Cleansing Balm (100ml)</strong></p>
<p>A cleansing balm that helps rid of stubborn makeup without stripping the skin</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Banila Co,Cleansing Balm,"kbeauty, Banila Co, Cleansing Balm",TRUE,KY-10650,785.27,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Product_Images_56_0004b222-06db-49e7-a9a5-23977beb64ec.png?v=1769051298,Banila Co - Banila Co Clean It Zero Original Cleansing Balm (100ml),Banila Co Clean It Zero Original Cleansing Balm (100ml) | The Skin Boutique,The Skin Boutique Curates: Banila Co Clean It Zero Original Cleansing Balm (100ml) A cleansing balm that helps rid of stubborn makeup without stripping the skin Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.,407.55
axis-y-lha-peel-fill-pore-balancing-cream-50ml,AXIS-Y LHA Peel & Fill Pore Balancing Cream (50ml),"<p><strong>The Skin Boutique Curates: AXIS-Y LHA Peel & Fill Pore Balancing Cream (50ml)</strong></p>
<p>A pore-perfecting cream that gently exfoliates the skin to purify and minimize the appearance of pores.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",AXIS-Y,Cream,"kbeauty, AXIS-Y, Cream",TRUE,KY-10651,702.61,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/AXIS-Y_LHA_Peel___Fill_Pore_Balancing_Cream__50ml_PNG.png?v=1769696828,AXIS-Y - AXIS-Y LHA Peel & Fill Pore Balancing Cream (50ml),AXIS-Y LHA Peel & Fill Pore Balancing Cream (50ml) | The Skin Boutique,The Skin Boutique Curates: AXIS-Y LHA Peel & Fill Pore Balancing Cream (50ml) A pore-perfecting cream that gently exfoliates the skin to purify and minimize the appearance of pores. Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.,364.65
sungboon-editor-deep-collagen-anti-wrinkle-lifting-mask-4-pcs,Sungboon Editor Deep Collagen Anti-Wrinkle Lifting Mask (4 PCs),"<p><strong>The Skin Boutique Curates: Sungboon Editor Deep Collagen Anti-Wrinkle Lifting Mask (4 PCs)</strong></p>
<p>An effective jelly-type mask pack that seeps effective ingredients into the skin</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Sungboon Editor,Sleep Mask,"kbeauty, Sungboon Editor, Sleep Mask",TRUE,KY-10652,909.25,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Sungboon_Editor_Deep_Collagen_Anti-Wrinkle_Lifting_Mask_4_PCs.png?v=1766311380,Sungboon Editor - Sungboon Editor Deep Collagen Anti-Wrinkle Lifting Mask (4 PCs),Sungboon Editor Deep Collagen Anti-Wrinkle Lifting Mask (4 PCs) | The Skin Boutique,The Skin Boutique Curates: Sungboon Editor Deep Collagen Anti-Wrinkle Lifting Mask (4 PCs) An effective jelly-type mask pack that seeps effective ingredients into the skin Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.,471.90
celimax-the-real-noni-energy-ampoule,celimax The Real Noni Energy Ampoule,"<p><strong>The Skin Boutique Curates: celimax The Real Noni Energy Ampoule</strong></p>
<p>An improved moisturizing and calming formula in a lightweight, non-greasy ampoule.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Celimax,Ampoule,"kbeauty, Celimax, Ampoule",TRUE,KY-10653-0,702.61,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/file_4041e9bd-2b47-4553-9cb0-1a24ba8c3a4b.png?v=1730058018,Celimax - celimax The Real Noni Energy Ampoule,celimax The Real Noni Energy Ampoule | The Skin Boutique,"The Skin Boutique Curates: celimax The Real Noni Energy Ampoule An improved moisturizing and calming formula in a lightweight, non-greasy ampoule. Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.",364.65
celimax-the-real-noni-energy-ampoule,,,,,,,KY-10653-1,991.91,,TRUE,TRUE,100,deny,,,,,
celimax-the-real-noni-acne-bubble-cleanser-155ml,celimax The Real Noni Acne Bubble Cleanser (155ml),"<p><strong>The Skin Boutique Curates: celimax The Real Noni Acne Bubble Cleanser (155ml)</strong></p>
<p>celimax The Real Noni Acne Bubble Cleanser is a low pH, microbubble cleanser that removes excess sebum without drying out the skin. It is formulated with Noni Extract (long-lasting moisture), BHA (gently exfoliates dead skin cells), and a 7-plant extract called ACZERO (acne-prone skin relief). This gentle cleanser is suitable even for troubled, irritated or acne-prone skin.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Celimax,Foam Cleanser,"kbeauty, Celimax, Foam Cleanser",TRUE,KY-10654,785.27,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/celimax_The_Real_Noni_Acne_Bubble_Cleanser_155ml.png?v=1772993683,Celimax - celimax The Real Noni Acne Bubble Cleanser (155ml),celimax The Real Noni Acne Bubble Cleanser (155ml) | The Skin Boutique,"The Skin Boutique Curates: celimax The Real Noni Acne Bubble Cleanser (155ml) celimax The Real Noni Acne Bubble Cleanser is a low pH, microbubble cleanser that removes excess sebum without drying out the skin. It is formulated with Noni Extract (long-lasting moisture), BHA (gently exfoliates dead skin cells), and a 7-p",407.55
celimax-ji-woo-gae-one-step-body-brightening-pad-60pcs,celimax Ji Woo Gae One Step Body Brightening Pad (60pcs),"<p><strong>The Skin Boutique Curates: celimax Ji Woo Gae One Step Body Brightening Pad (60pcs)</strong></p>
<p>A body exfoliating toner pad that softens the skin texture and evens the skin tone.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Celimax,Toner Pads,"kbeauty, Celimax, Toner Pads",TRUE,KY-10655,702.61,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/celimax_Ji_Woo_Gae_One_Step_Body_Brightening_Pad_60pcs.png?v=1772990739,Celimax - celimax Ji Woo Gae One Step Body Brightening Pad (60pcs),celimax Ji Woo Gae One Step Body Brightening Pad (60pcs) | The Skin Boutique,The Skin Boutique Curates: celimax Ji Woo Gae One Step Body Brightening Pad (60pcs) A body exfoliating toner pad that softens the skin texture and evens the skin tone. Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.,364.65
celimax-ji-woo-gae-cica-bha-blemish-toner-pad-60pcs,celimax Ji Woo Gae Cica BHA Blemish Toner Pad (60pcs),"<p><strong>The Skin Boutique Curates: celimax Ji Woo Gae Cica BHA Blemish Toner Pad (60pcs)</strong></p>
<p>A versatile toner pad soaked with a science-backed formula featuring BHA, PHA, and LHA.</p>
<p><em>Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.</em></p>",Celimax,Toner Pads,"kbeauty, Celimax, Toner Pads",TRUE,KY-10656,867.92,,TRUE,TRUE,100,deny,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/celimax_Ji_Woo_Gae_Cica_BHA_Blemish_Toner_Pad_60pcs.png?v=1772990628,Celimax - celimax Ji Woo Gae Cica BHA Blemish Toner Pad (60pcs),celimax Ji Woo Gae Cica BHA Blemish Toner Pad (60pcs) | The Skin Boutique,"The Skin Boutique Curates: celimax Ji Woo Gae Cica BHA Blemish Toner Pad (60pcs) A versatile toner pad soaked with a science-backed formula featuring BHA, PHA, and LHA. Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K-Beauty in South Africa.",450.45
